11a_178	galg	1	author:Lukas Lewark;date:3 July 2023
11a_179	galg	2	author:Lukas Lewark;date:3 July 2023
11a_180	galg	1	author:Lukas Lewark;date:3 July 2023
11a_181	galg	1	author:Lukas Lewark;date:3 July 2023
11a_182	galg	2	author:Lukas Lewark;date:3 July 2023
11a_183	galg	1	author:Lukas Lewark;date:3 July 2023
11a_184	galg	1	author:Lukas Lewark;date:3 July 2023
11a_185	galg	1	author:Lukas Lewark;date:3 July 2023
11a_186	galg	3	author:Lukas Lewark;date:3 July 2023
11a_187	galg	1	author:Lukas Lewark;date:3 July 2023
11a_188	galg	1	author:Lukas Lewark;date:3 July 2023
11a_189	galg	1	author:Lukas Lewark;date:3 July 2023
11a_190	galg	1	author:Lukas Lewark;date:3 July 2023
11a_191	galg	3	author:Lukas Lewark;date:3 July 2023
11a_192	galg	2	author:Lukas Lewark;date:3 July 2023
11a_193	galg	1	author:Lukas Lewark;date:3 July 2023
11a_194	galg	2	author:Lukas Lewark;date:3 July 2023
11a_195	galg	1	author:Lukas Lewark;date:3 July 2023
11a_196	galg	1	author:Lukas Lewark;date:3 July 2023
11a_197	galg	1	author:Lukas Lewark;date:3 July 2023
11a_198	galg	1	author:Lukas Lewark;date:3 July 2023
11a_199	galg	1	author:Lukas Lewark;date:3 July 2023
11a_200	galg	2	author:Lukas Lewark;date:3 July 2023
11a_201	galg	1	author:Lukas Lewark;date:3 July 2023
11a_202	galg	1	author:Lukas Lewark;date:3 July 2023
11a_203	galg	3	author:Lukas Lewark;date:3 July 2023
11a_204	galg	2	author:Lukas Lewark;date:3 July 2023
11a_205	galg	1	author:Lukas Lewark;date:3 July 2023
11a_206	galg	3	author:Lukas Lewark;date:3 July 2023
11a_207	galg	2	author:Lukas Lewark;date:3 July 2023
11a_208	galg	2	author:Lukas Lewark;date:3 July 2023
11a_209	galg	1	author:Lukas Lewark;date:3 July 2023
11a_210	galg	1	author:Lukas Lewark;date:3 July 2023
11a_211	galg	1	author:Lukas Lewark;date:3 July 2023
11a_212	galg	2	author:Lukas Lewark;date:3 July 2023
11a_213	galg	2	author:Lukas Lewark;date:3 July 2023
11a_214	galg	1	author:Lukas Lewark;date:3 July 2023
11a_215	galg	2	author:Lukas Lewark;date:3 July 2023
11a_216	galg	1	author:Lukas Lewark;date:3 July 2023
11a_217	galg	1	author:Lukas Lewark;date:3 July 2023
11a_218	galg	1	author:Lukas Lewark;date:3 July 2023
11a_219	galg	1	author:Lukas Lewark;date:3 July 2023
11a_220	galg	2	author:Lukas Lewark;date:3 July 2023
11a_221	galg	1	author:Lukas Lewark;date:3 July 2023
11a_222	galg	1	author:Lukas Lewark;date:3 July 2023
11a_223	galg	3	author:Lukas Lewark;date:3 July 2023
11a_224	galg	2	author:Lukas Lewark;date:3 July 2023
11a_225	galg	2	author:Lukas Lewark;date:3 July 2023
